CID dproj vlos zclus
1 2.49887534347411 913.813251334181 0.0231
1 2.58000871106995 -1445.80266765712 0.0231
1 2.6186111335704 -347.625101436809 0.0231
1 2.6018137555989 911.855856592709 0.0231
1 2.88240580178809 979.227742664451 0.0231
1 3.04241231286993 899.059534981918 0.0231
1 3.14594919854744 -647.311613097449 0.0231
1 3.81559708496734 3362.20053812922 0.0231
1 3.89973786966767 782.474408366729 0.0231
1 3.93249369822238 694.321319440916 0.0231
1 4.00125169848391 -718.448846838041 0.0231
1 4.14871008062802 166.993901671391 0.0231
1 4.2320939882928 -14.440181565829 0.0231
1 4.58815831811523 398.104202052585 0.0231
1 5.61822918818681 -835.789973218649 0.0231
1 6.65198866345258 206.909517192846 0.0231
1 6.69287875642857 -370.873559339263 0.0231
1 7.8510997840876 -117.417312403479 0.0231
1 8.02709754516556 -161.124647678623 0.0231
1 1.87376798539887 335.760593490373 0.0231
1 1.96656115714417 553.133967901477 0.0231
1 2.18193488099341 419.453869846545 0.0231
1 2.08571313817469 184.587012491448 0.0231
1 2.02323502146407 -491.112684820643 0.0231
1 2.30109820272233 1113.78691021406 0.0231
1 2.14348958548168 3.10604554784464 0.0231
1 2.08531353286132 3386.32806552634 0.0231
1 2.3205694728811 -224.26527924934 0.0231
1 2.52159827342429 601.219069260092 0.0231
1 2.63344997747606 -292.604141765224 0.0231
1 2.68458426750465 -97.7906208190785 0.0231
1 2.6932538522401 281.302238295378 0.0231
1 2.72363237617089 642.409335548823 0.0231
1 2.93466013847855 -933.015059329488 0.0231
1 2.96961065142153 1011.13796532108 0.0231
1 3.03021696982657 -1640.69823508943 0.0231
1 3.3046068529319 82.3365791027275 0.0231
1 3.31318579450172 650.622774860718 0.0231
1 3.3022637294142 781.144083198124 0.0231
1 3.28845197801129 -2128.29757216303 0.0231
1 3.5680819224281 858.26778019744 0.0231
1 3.82013012889842 304.166835851824 0.0231
1 3.89991963347801 -753.99548697097 0.0231
1 4.2955647731059 -713.816150601115 0.0231
1 4.11398568128693 489.084964519597 0.0231
1 4.34319453607105 -1302.38247960121 0.0231
1 4.36365660996495 789.421987606295 0.0231
1 4.36426248839584 716.84014966279 0.0231
1 4.5912679568964 179.464967569153 0.0231
1 7.17835551221998 3372.3186280129 0.0231
1 7.28140817706978 3506.49100498485 0.0231
1 7.29919130485652 3484.56994201935 0.0231
1 7.46176240529677 2946.6907600821 0.0231
1 2.53539534596108 -388.282065565438 0.0231
1 2.54663957635057 -52.6533324992669 0.0231
1 2.80364010555237 853.459270061578 0.0231
1 2.86680551630689 137.105538852507 0.0231
1 3.53267725753162 -866.586707848695 0.0231
1 3.41056396634771 247.803830085036 0.0231
1 3.59657979007776 401.585317251491 0.0231
1 3.68050404475308 362.460864275242 0.0231
1 3.74410330328929 986.263228853485 0.0231
1 3.95835727719897 -1641.00590941257 0.0231
1 4.50287904272459 -632.897803616459 0.0231
1 5.78097214665526 -921.698504701398 0.0231
1 6.31232051859533 3441.41349029421 0.0231
1 6.40984237436106 3509.82560860131 0.0231
1 6.44711110125074 3425.6986579611 0.0231
1 7.42283680552026 3569.84554346594 0.0231
1 8.35697653419675 -74.3311862379037 0.0231
1 3.26180209268516 378.14346406021 0.0231
1 3.44130077302623 2230.58609856319 0.0231
1 3.57092519922554 92.3814131951909 0.0231
1 3.95213502938442 13.9625538070569 0.0231
1 4.01791282939103 154.651765966182 0.0231
1 3.94434648036158 -818.495746026781 0.0231
1 4.6282154037575 -27.0255264978982 0.0231
1 4.90212052078962 1.8606970970586 0.0231
1 5.2862350539375 114.27024361255 0.0231
1 5.27923537076868 -560.863918991301 0.0231
1 5.51171555021268 335.684407467501 0.0231
1 6.62634564826615 -179.36533969309 0.0231
1 6.79566415634507 -319.890458879875 0.0231
1 6.80034395860878 -361.939283041736 0.0231
1 6.77706623951707 -398.148155527319 0.0231
1 8.16243753461007 2584.14784932069 0.0231
1 8.16799797809542 2484.56099650083 0.0231
1 9.08827591227968 206.361563874499 0.0231
1 9.40710066388212 -2812.58577843808 0.0231
1 4.36438386869536 2899.88030949076 0.0231
1 4.53645662730755 2945.96992309647 0.0231
1 4.60978047433264 -2036.11248448832 0.0231
1 5.38824311312844 3541.04722682045 0.0231
1 6.25497804574006 -383.649369328511 0.0231
1 6.51556714053643 -402.602107633663 0.0231
1 6.58090229300316 3530.79727651256 0.0231
1 6.68263214407157 3546.59708556348 0.0231
1 6.74062718877062 -66.9821652624379 0.0231
1 6.86458329948934 -948.164356954355 0.0231
1 7.09168381633794 -866.680475261461 0.0231
1 7.23814024008956 15.946320633369 0.0231
1 8.0773954927157 3774.66287526146 0.0231
1 9.08724136610144 2731.04329211221 0.0231
1 9.21509929302773 -297.808233173688 0.0231
1 7.53447159545762 309.854415482358 0.0231
1 6.5516871295439 3496.25570583521 0.0231
1 6.13876992155956 3480.77236180237 0.0231
1 5.54152378986173 3764.26641337113 0.0231
